世界的,-1,-1,1000,名詞,固有名詞,人名,名,*,*,世界的,モトヒロ,モトヒロ
永久凍土,-1,-1,1000,名詞,固有名詞,人名,名,*,*,永久凍土,モトヒロ,モトヒロ
有料化,-1,-1,1000,名詞,固有名詞,人名,名,*,*,有料化,モトヒロ,モトヒロ
一番,-1,-1,1000,名詞,固有名詞,人名,名,*,*,一番,モトヒロ,モトヒロ
電気代,-1,-1,1000,名詞,固有名詞,人名,名,*,*,電気代,モトヒロ,モトヒロ
バイデン氏,-1,-1,1000,名詞,固有名詞,人名,名,*,*,バイデン氏,モトヒロ,モトヒロ
COP,-1,-1,1000,名詞,固有名詞,人名,名,*,*,COP,モトヒロ,モトヒロ
科学的,-1,-1,1000,名詞,固有名詞,人名,名,*,*,科学的,モトヒロ,モトヒロ
陰謀論,-1,-1,1000,名詞,固有名詞,人名,名,*,*,陰謀論,モトヒロ,モトヒロ
今年,-1,-1,1000,名詞,固有名詞,人名,名,*,*,今年,モトヒロ,モトヒロ
世界の財界,-1,-1,1000,名詞,固有名詞,人名,名,*,*,世界の財界,モトヒロ,モトヒロ
